,index,empty_slots,free_bikes,name,latitude,longitude,ll
466,466,0,21,Victoria St / Queen St E,43.652822,-79.378208,"43.652822,-79.378208"
467,467,11,27,285 Victoria St,43.656633,-79.379625,"43.656633,-79.379625"
468,468,12,4,Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864,"43.686962,-79.286864"
469,469,14,3,Kilgour Rd / Rumsey Rd,43.718039,-79.371914,"43.718039,-79.371914"
470,470,10,4,Bay St / Scollard St,43.672152,-79.39018,"43.672152,-79.39018"
471,471,15,4,Weston Rd / St Clair Ave W - SMART,43.673019,-79.467994,"43.673019,-79.467994"
472,472,14,1,Sunnybrook Health Centre - L Wing,43.72268,-79.37644,"43.72268,-79.37644"
473,473,15,11,Dundas St W / St Helen's Ave - SMART,43.6504218,-79.4407647,"43.6504218,-79.4407647"
474,474,14,4,Yonge St / St Clair Ave,43.68850459999999,-79.3940052,"43.68850459999999,-79.3940052"
475,475,15,15,Spadina Ave / Blue Jays Way,43.641705,-79.393295,"43.641705,-79.393295"
476,476,18,5,Bloor St W / Riverside Dr,43.647663,-79.487583,"43.647663,-79.487583"
477,477,4,7,Sunnybrook Health Centre - S Wing,43.720998,-79.377456,"43.720998,-79.377456"
478,478,9,3,Yonge St / Woburn Ave - SMART,43.72814640000001,-79.4032194,"43.72814640000001,-79.4032194"
479,479,18,0,Simcoe St / Michael Sweet Ave,43.652327224103,-79.3882538196087,"43.652327224103,-79.3882538196087"
480,480,1,8,Queen St W / Dovercourt Rd,43.6438602,-79.4227573,"43.6438602,-79.4227573"
481,481,11,1,Yonge St / Montgomery Ave - SMART,43.7093201,-79.3996301,"43.7093201,-79.3996301"
482,482,17,10,King's Mill Park,43.64920406876699,-79.49336334201408,"43.64920406876699,-79.49336334201408"
483,483,5,29,University Ave / Richmond St W,43.6503935,-79.3860211,"43.6503935,-79.3860211"
484,484,1,15,135 Queens Wharf Rd - SMART,43.6399714,-79.39940399999999,"43.6399714,-79.39940399999999"
485,485,11,8,406 Oakwood Ave,43.68827060022711,-79.43937767081853,"43.68827060022711,-79.43937767081853"
486,486,2,20,Granby St / Church St - SMART,43.6614605,-79.37894570000002,"43.6614605,-79.37894570000002"
487,487,15,5,Lumsden Ave / Eastdale Ave,43.69413548199171,-79.30058718775287,"43.69413548199171,-79.30058718775287"
488,488,15,8,Yonge St / Lawrence Ave E,43.7254665,-79.40115449999999,"43.7254665,-79.40115449999999"
489,489,33,1,Yonge St / Orchard View Blvd,43.7083577,-79.39886200000001,"43.7083577,-79.39886200000001"
490,490,1,15,Hanna Ave / Liberty St,43.63840090000001,-79.4197107,"43.63840090000001,-79.4197107"
491,491,7,12,Lower Don River Trail and Taylor Creek Trail,43.7027268,-79.33368089999999,"43.7027268,-79.33368089999999"
492,492,6,11,St Columba Pl / St Clair Ave E,43.70567,-79.310554,"43.70567,-79.310554"
493,493,1,17,Strachan Ave / Princes' Blvd,43.635,-79.4088888888889,"43.635,-79.4088888888889"
494,494,8,7,King St E / River St,43.65678478285314,-79.35627385059036,"43.65678478285314,-79.35627385059036"
495,495,11,4,Yonge St / Golfdale Rd,43.732016,-79.403637,"43.732016,-79.403637"
496,496,6,8,909 Yonge St,43.67515255542865,-79.38849615969643,"43.67515255542865,-79.38849615969643"
497,497,16,0,640 Bloor Street E,43.67468857448634,-79.36701962396272,"43.67468857448634,-79.36701962396272"
498,498,7,9,York University (Glendon Campus) - SMART,43.72736548824631,-79.3814254607724,"43.72736548824631,-79.3814254607724"
499,499,16,0,1303 Yonge St - SMART,43.6846177,-79.39245919999999,"43.6846177,-79.39245919999999"
500,500,14,2,York University Station (South) - SMART,43.77345,-79.5002,"43.77345,-79.5002"
501,501,14,0,Woodbine Subway Station,43.686442,-79.313404,"43.686442,-79.313404"
502,502,18,15,Spadina Ave / Sussex Ave - SMART,43.66402799999999,-79.40297869999999,"43.66402799999999,-79.40297869999999"
503,503,15,22,Simcoe St / Queen St W,43.65049,-79.3873,"43.65049,-79.3873"
504,504,22,5,Bathurst St / Front St W,43.64134790000001,-79.4013882,"43.64134790000001,-79.4013882"
505,505,5,17,Bay St / Harbour St (East),43.64215,-79.377,"43.64215,-79.377"
506,506,12,6,East Liberty St / Western Battery Rd,43.6392777,-79.4115736,"43.6392777,-79.4115736"
507,507,4,16,King St W / Brant St,43.645102,-79.39744979999999,"43.645102,-79.39744979999999"
508,508,9,2,Bloor St W / Gladstone Ave - SMART,43.6602021,-79.4342726,"43.6602021,-79.4342726"
509,509,8,7,High Park Blvd / Parkside Dr,43.644887,-79.45641169999999,"43.644887,-79.45641169999999"
510,510,15,11,20 Eaton Ave,43.680012,-79.34403250000001,"43.680012,-79.34403250000001"
511,511,11,4,Fort York Blvd / Garrison Rd,43.637381,-79.406112,"43.637381,-79.406112"
512,512,17,8,Housey St / Dan Leckie Way,43.63811,-79.397877,"43.63811,-79.397877"
513,513,8,5,1525 Dundas St W,43.64957,-79.432446,"43.64957,-79.432446"
514,514,4,21,85 Lee Ave,43.6700692,-79.2971326,"43.6700692,-79.2971326"
515,515,8,8,Mutual St / Shuter St (Arena Gardens),43.6559476,-79.37558829999999,"43.6559476,-79.37558829999999"
516,516,1,17,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,"43.6677628,-79.30811709999999"
517,517,2,17,Heyworth Cres / Kingston Rd,43.6750806,-79.3068697,"43.6750806,-79.3068697"
518,518,12,0,St Clair Ave W / Caledonia Rd,43.6754247,-79.4547813,"43.6754247,-79.4547813"
519,519,3,19,Wellington St W / Stafford St,43.6409957,-79.40966630000001,"43.6409957,-79.40966630000001"
520,520,2,13,111 Broadview Ave,43.6593483,-79.34993659999999,"43.6593483,-79.34993659999999"
521,521,18,1,Christie St / Dupont St,43.67168,-79.421192,"43.67168,-79.421192"
522,522,1,8,Richmond St E / Jarvis St Green P,43.652634,-79.374222,"43.652634,-79.374222"
523,523,5,22,Bathurst St / Dundas St W,43.6519501,-79.4060978,"43.6519501,-79.4060978"
524,524,9,10,Oak St / Sackville St,43.6613642,-79.3641171,"43.6613642,-79.3641171"
525,525,12,5,24 Mountjoy Ave,43.6808774,-79.3304491,"43.6808774,-79.3304491"
526,526,2,17,Colgate Ave / Carlaw Ave,43.6623658,-79.3413344,"43.6623658,-79.3413344"
527,527,20,7,Felstead Ave/Gillard Ave (Monarch Park),43.6791345,-79.3263159,"43.6791345,-79.3263159"
528,528,4,11,Lower Jarvis / The Esplanade,43.6478206,-79.3704721,"43.6478206,-79.3704721"
529,529,9,8,Coronation Park (Martin Goodman Trail),43.635495,-79.40352209999999,"43.635495,-79.40352209999999"
530,530,4,15,101 Cedarvale Ave,43.6868681,-79.3110942,"43.6868681,-79.3110942"
531,531,14,1,St Clair Ave W / Oakwood Ave,43.678177,-79.435364,"43.678177,-79.435364"
532,532,23,0,Beltline Trail / Yonge St,43.6962302,-79.39504339999999,"43.6962302,-79.39504339999999"
533,533,9,5,Shaw St / Essex St - SMART,43.667076,-79.425116,"43.667076,-79.425116"
534,534,7,20,High Park Outdoor Pool,43.649217,-79.465319,"43.649217,-79.465319"
535,535,15,0,St Clair Ave W / Robina Ave,43.68005,-79.43469,"43.68005,-79.43469"
536,536,16,2,Joseph J Piccininni Community Centre,43.675648,-79.4527619,"43.675648,-79.4527619"
537,537,13,0,11 Spadina Rd,43.6677246,-79.4041365,"43.6677246,-79.4041365"
538,538,3,8,Vanauley St / Queen St W - SMART,43.648437,-79.39838,"43.648437,-79.39838"
539,539,16,12,Sherbourne St / Wellesley St E,43.6673,-79.374,"43.6673,-79.374"
540,540,6,15,Queen St W / Bay St (City Hall),43.6517925,-79.38269509999999,"43.6517925,-79.38269509999999"
541,541,7,12,Queen St W / Roncesvalles Ave,43.6372958,-79.4423237,"43.6372958,-79.4423237"
542,542,10,3,Havelock St / Dewson St,43.6554793,-79.4302462,"43.6554793,-79.4302462"
543,543,21,1,St Clair West Subway Station - Heath Entrance,43.686352,-79.415894,"43.686352,-79.415894"
544,544,14,4,Queen St W / Shaw St,43.6442457,-79.41610440000001,"43.6442457,-79.41610440000001"
545,545,11,3,York University Station (North),43.7741,-79.5005,"43.7741,-79.5005"
546,546,12,3,Spadina Rd / St.Clair Ave West,43.683979,-79.410657,"43.683979,-79.410657"
547,547,3,12,Spadina Ave / Adelaide St W,43.6472019,-79.3953394,"43.6472019,-79.3953394"
548,548,0,15,Cherry St / Mill St,43.6513927,-79.35794659999999,"43.6513927,-79.35794659999999"
549,549,14,2,Jarvis St / Maitland Pl,43.6647688,-79.3772602,"43.6647688,-79.3772602"
550,550,9,11,Temperance St / Bay St,43.6506,-79.381285,"43.6506,-79.381285"
551,551,15,0,Cherry Beach Sports Fields (55 Unwin Ave),43.6408346,-79.3429074,"43.6408346,-79.3429074"
552,552,11,8,Randolph Ave / Perth Ave,43.6585504,-79.4497659,"43.6585504,-79.4497659"
553,553,21,7,Wolseley St / Augusta Ave,43.6484201,-79.40051919999999,"43.6484201,-79.40051919999999"
554,554,6,5,Lumsden Ave / Cedarvale Ave,43.693187,-79.314283,"43.693187,-79.314283"
555,555,3,7,Niagara St / Portland St,43.6425791,-79.40011729999999,"43.6425791,-79.40011729999999"
556,556,1,15,Church St / The Esplanade,43.6469251,-79.3733192,"43.6469251,-79.3733192"
557,557,1,13,King St W / Portland St,43.644395,-79.40065430000001,"43.644395,-79.40065430000001"
558,558,7,2,Widmer St / King St W,43.6463574,-79.391206,"43.6463574,-79.391206"
559,559,9,4,Wellesley St E / Parliament St,43.6682342,-79.3702641,"43.6682342,-79.3702641"
560,560,13,1,Yonge St / Macpherson Ave,43.6791876,-79.39071899999999,"43.6791876,-79.39071899999999"
561,561,9,6,Davenport Rd / Bedford Rd,43.674446,-79.398331,"43.674446,-79.398331"
562,562,11,3,Exhibition GO Station,43.6352007,-79.4187711,"43.6352007,-79.4187711"
563,563,4,23,265 Armadale Ave,43.6501644,-79.48296909999999,"43.6501644,-79.48296909999999"
564,564,4,22,800 Fleet St,43.636804,-79.408832,"43.636804,-79.408832"
565,565,11,7,St. Joseph St / Bay St - SMART,43.6658804,-79.38761010000002,"43.6658804,-79.38761010000002"
566,566,10,5,Victoria Park Ave / Kingston Rd,43.68035,-79.28357,"43.68035,-79.28357"
567,567,13,3,Ontario St / Adelaide St E -SMART,43.6535052,-79.3667689,"43.6535052,-79.3667689"
568,568,13,2,Highview Ave / Kennedy Rd,43.70241858146351,-79.2563167072858,"43.70241858146351,-79.2563167072858"
569,569,4,10,Kingston Rd / Warden Ave,43.68824135931814,-79.27046628033244,"43.68824135931814,-79.27046628033244"
570,570,7,8,Birchcliff Ave / Kingston Rd,43.691688,-79.265027,"43.691688,-79.265027"
571,571,7,7,Kingston Rd / Glen Everest Rd,43.697490048103,-79.25655146462776,"43.697490048103,-79.25655146462776"
572,572,4,11,Birchmount Rd / Kingston Rd,43.69401297794256,-79.26257204548136,"43.69401297794256,-79.26257204548136"
573,573,8,7,Pharmacy Ave / Danforth Ave,43.6929478,-79.28339980000001,"43.6929478,-79.28339980000001"
574,574,4,11,Danforth Ave / Warden Ave,43.6950192,-79.27180659999999,"43.6950192,-79.27180659999999"
575,575,19,0,Eglinton Ave W / Gilbert Ave,43.69263249999999,-79.4627536,"43.69263249999999,-79.4627536"
576,576,11,4,Sharpe St / Park St (Sandown Park),43.7105975,-79.2541175,"43.7105975,-79.2541175"
577,577,14,5,Eglinton Ave W / Prospect Cemetery,43.69415,-79.45782580000001,"43.69415,-79.45782580000001"
578,578,16,3,Marlee Ave / York Beltline Trail,43.70163,-79.44099,"43.70163,-79.44099"
579,579,11,4,Bert Robinson Park,43.688028,-79.460265,"43.688028,-79.460265"
580,580,23,0,Rogers Rd / Prospect Cemetery,43.68323,-79.455765,"43.68323,-79.455765"
581,581,7,7,Eglinton Ave W / Ennerdale Rd,43.69466,-79.45376999999999,"43.69466,-79.45376999999999"
582,582,5,3,Chester Subway Station,43.6784834,-79.3513564,"43.6784834,-79.3513564"
583,583,14,5,Bloor St W / Old Mill Trl,43.65016869999999,-79.4963345,"43.65016869999999,-79.4963345"
584,584,14,1,Wendover Rd / Bloor St W (Green P),43.6492,-79.50601999999999,"43.6492,-79.50601999999999"
585,585,8,7,Luttrell Ave / Danforth Ave,43.6897656,-79.2939525,"43.6897656,-79.2939525"
586,586,19,3,1926 Lake Shore Blvd W,43.6357643,-79.4674917,"43.6357643,-79.4674917"
587,587,3,11,36 Park Lawn Rd,43.62369169999999,-79.4838132,"43.62369169999999,-79.4838132"
588,588,6,9,Howard Park Ave / Parkside Dr,43.648657,-79.458111,"43.648657,-79.458111"
589,589,13,6,Ted Rogers Way / Bloor St E,43.671293,-79.380471,"43.671293,-79.380471"
590,590,7,4,Walter Saunders Park,43.69932707258943,-79.4493630391668,"43.69932707258943,-79.4493630391668"
591,591,8,7,Park Lawn Rd / Berry Rd,43.63560589999999,-79.4934616,"43.63560589999999,-79.4934616"
592,592,9,9,Tobermory Dr / Finch Corridor Trail,43.7611741,-79.5114452,"43.7611741,-79.5114452"
593,593,15,3,Driftwood Ave / Finch Corridor Trail,43.7603624,-79.5162777,"43.7603624,-79.5162777"
594,594,12,9,Grand Avenue Park,43.62313,-79.4918,"43.62313,-79.4918"
595,595,4,11,The Pond Rd / Shoreham Dr,43.772445,-79.511912,"43.772445,-79.511912"
596,596,9,3,Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,"43.653359,-79.365023"
597,597,10,1,Kingston Rd / Ridgemoor Ave,43.70643614257429,-79.25104443353288,"43.70643614257429,-79.25104443353288"
598,598,12,0,Moss Park,43.655972,-79.370638,"43.655972,-79.370638"
599,599,4,15,York St / Lake Shore Blvd W,43.641952,-79.380723,"43.641952,-79.380723"
600,600,0,9,St. Andrew's Playground Park,43.646552,-79.399586,"43.646552,-79.399586"
601,601,4,9,College St / Henry St ,43.6591529,-79.3947953,"43.6591529,-79.3947953"
602,602,21,2,Emerson Ave / Bloor St W,43.659055,-79.440764,"43.659055,-79.440764"
603,603,15,3,Sherbourne St / Isabella St,43.669576,-79.375961,"43.669576,-79.375961"
604,604,12,5,Victoria Park Ave / Dawes Rd,43.706466,-79.29511,"43.706466,-79.29511"
605,605,4,14,Roncesvalles Ave / Fermanagh Ave,43.646314469245205,-79.44879407014527,"43.646314469245205,-79.44879407014527"
606,606,20,11,Tommy Thompson Park (Leslie Street Spit),43.65222662225532,-79.32295440954084,"43.65222662225532,-79.32295440954084"
607,607,8,7,St. John's Rd / Dundas St W,43.66526761605873,-79.47502122887077,"43.66526761605873,-79.47502122887077"
608,608,14,0,Albany Ave / Bloor St W,43.66554144421798,-79.41010317605742,"43.66554144421798,-79.41010317605742"
609,609,11,0,Pioneer Village Subway Station,43.77649016265579,-79.5085364909097,"43.77649016265579,-79.5085364909097"
610,610,1,18,Toronto Eaton Centre (Yonge St) - SMART,43.655431,-79.380653,"43.655431,-79.380653"
611,611,6,8,Armoury St / Chestnut St,43.65351799690878,-79.38591063795928,"43.65351799690878,-79.38591063795928"
612,612,3,12,Lake Shore Blvd W / Brow Dr,43.59119994025076,-79.54449133041076,"43.59119994025076,-79.54449133041076"
613,613,0,8,25 Booth Ave,43.6544839,-79.34105699999999,"43.6544839,-79.34105699999999"
614,614,3,20,Spadina Ave / Sullivan St,43.65082785552666,-79.39698099821702,"43.65082785552666,-79.39698099821702"
615,615,8,2,St. Clair Ave W / Osler St,43.673843560032594,-79.46092618902435,"43.673843560032594,-79.46092618902435"
616,616,7,7,Simcoe St / King St W,43.647508351306186,-79.38604436555764,"43.647508351306186,-79.38604436555764"
617,617,6,8,Grenoble Dr / Gateway Blvd,43.71513211098082,-79.33413623320465,"43.71513211098082,-79.33413623320465"
618,618,13,2,Grenoble Dr / Deauville Ln,43.71649675774656,-79.33089439933623,"43.71649675774656,-79.33089439933623"
619,619,4,7,Grenoble Dr / Vendome Pl,43.715537998967406,-79.32811427663442,"43.715537998967406,-79.32811427663442"
620,620,13,2,Thorncliffe Park Dr / Leaside Park Trail,43.70400405297843,-79.34807015078738,"43.70400405297843,-79.34807015078738"
621,621,12,5,Ferrand Dr / Rochefort Dr,43.71963253523784,-79.33199950866776,"43.71963253523784,-79.33199950866776"
622,622,13,1,165 McRae Dr,43.70656159598004,-79.36781965092621,"43.70656159598004,-79.36781965092621"
623,623,8,2,75 Thorncliffe Park Dr,43.70518328279426,-79.34224729962946,"43.70518328279426,-79.34224729962946"
624,624,16,0,Mount Pleasant Rd / Davisville Ave - SMART,43.70088225686968,-79.38736016665911,"43.70088225686968,-79.38736016665911"
625,625,11,4,St Clair Ave W / Avenue Rd ,43.68688938028234,-79.40099513147447,"43.68688938028234,-79.40099513147447"
626,626,17,4,HTO Park (Queens Quay W),43.63796,-79.387502,"43.63796,-79.387502"
627,627,0,12,Nassau St / Bellevue Ave,43.65484215542248,-79.40351232494366,"43.65484215542248,-79.40351232494366"
628,628,4,15,Huron St / Harbord St,43.6637,-79.400053,"43.6637,-79.400053"
629,629,14,0,Ward St / Wallace Ave,43.662857,-79.44618,"43.662857,-79.44618"
630,630,17,2,Starspray Blvd / Lawrence Ave E,43.788319,-79.123505,"43.788319,-79.123505"
631,631,9,8,The Well,43.643025055165865,-79.39430137761319,"43.643025055165865,-79.39430137761319"
632,632,1,19,60 Carl Hall Rd - SMART,43.7482972,-79.47570569999999,"43.7482972,-79.47570569999999"
633,633,1,29,HTO Park West,43.63737145931921,-79.38976958703309,"43.63737145931921,-79.38976958703309"
634,634,3,14,Downsview Park Blvd / Keele St  - SMART,43.73673829262113,-79.48227195568086,"43.73673829262113,-79.48227195568086"
635,635,18,2,Downsview Park Subway Station - SMART,43.753107,-79.479626,"43.753107,-79.479626"
636,636,13,3,Keele St / Dovehouse Ave - SMART,43.7494501,-79.4869662,"43.7494501,-79.4869662"
637,637,1,12,Exhibition GO (Atlantic Ave),43.637695491830144,-79.42023184193503,"43.637695491830144,-79.42023184193503"
638,638,0,22,Queens Quay E / Lower Jarvis St ,43.64392767366328,-79.3687301736982,"43.64392767366328,-79.3687301736982"
639,639,23,9,Phoebe St / Spadina Ave,43.650033,-79.396555,"43.650033,-79.396555"
640,640,16,1,Lynn Williams St / Pirandello St ,43.63912451479701,-79.41423166721611,"43.63912451479701,-79.41423166721611"
641,641,8,27,Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,"43.640978,-79.376785"
642,642,11,7,College St / Huron St,43.658148,-79.398167,"43.658148,-79.398167"
643,643,23,4,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,"43.663162,-79.309765"
644,644,14,2,Spadina Rd / Austin Terrace,43.67883,-79.408723,"43.67883,-79.408723"
645,645,25,31,York St / Queens Quay W,43.640132,-79.380464,"43.640132,-79.380464"
646,646,15,3,Front St W / University Ave (1),43.6451635,-79.3831757,"43.6451635,-79.3831757"
647,647,8,6,Willingdon Blvd / Bloor St W (Green P),43.64817,-79.510392,"43.64817,-79.510392"
648,648,6,6,Wallace Ave / Symington Ave - SMART,43.661324,-79.449534,"43.661324,-79.449534"
649,649,14,4,Wellesley Station Green P,43.66496415990742,-79.38355031526893,"43.66496415990742,-79.38355031526893"
650,650,5,10,York St / Harbour St (Love Park),43.640741,-79.3798521,"43.640741,-79.3798521"
651,651,16,0,Sherbourne St / Carlton St (Allan Gardens),43.663102,-79.373181,"43.663102,-79.373181"
652,652,8,18,Ontario Place Blvd / Lake Shore Blvd W,43.6322445,-79.4108105,"43.6322445,-79.4108105"
653,653,4,7,Simcoe St / Dundas St W - SMART,43.655103,-79.389295,"43.655103,-79.389295"
654,654,10,8,College St / Markham St,43.6563888888889,-79.4091666666667,"43.6563888888889,-79.4091666666667"
655,655,15,8,Dundas St W / Crawford St,43.649722,-79.416944,"43.649722,-79.416944"
656,656,2,23,Sunnyside - Gus Ryder Pool,43.637894,-79.454823,"43.637894,-79.454823"
657,657,13,10,High Park - West Rd,43.6525077,-79.4654233,"43.6525077,-79.4654233"
658,658,17,6,Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569,"43.6535269,-79.4650569"
659,659,6,8,Front St E / Cherry St,43.652686,-79.358395,"43.652686,-79.358395"
660,660,5,6,519 Church St  - SMART,43.666850777484896,-79.38114574756837,"43.666850777484896,-79.38114574756837"
661,661,10,8,Dundas St E / River St,43.661152,-79.358505,"43.661152,-79.358505"
662,662,6,8,Shuter St/River St,43.659296,-79.358035,"43.659296,-79.358035"
663,663,12,7,Princes' Blvd / Nunavut Rd,43.6334636,-79.4143057,"43.6334636,-79.4143057"
664,664,9,5,Madison Ave / Bloor St W,43.667158,-79.402761,"43.667158,-79.402761"
665,665,11,4,Danforth Ave / Danforth Rd,43.69362206784152,-79.27710529695892,"43.69362206784152,-79.27710529695892"
666,666,19,0,Brimley Rd / McCowan District Park,43.72704086366749,-79.24391402446746,"43.72704086366749,-79.24391402446746"
667,667,4,11,Ossington Ave / Bruce St,43.64570236705167,-79.41933192053696,"43.64570236705167,-79.41933192053696"
668,668,4,8,King St W / Jameson Ave - SMART,43.63735795888104,-79.43617975886079,"43.63735795888104,-79.43617975886079"
669,669,11,3,Parkcrest Dr / Kingston Rd,43.73596719224253,-79.21995221481933,"43.73596719224253,-79.21995221481933"
670,670,18,1,Scarborough Soccer Centre,43.7154661,-79.2876595,"43.7154661,-79.2876595"
671,671,13,1,Lansdowne Ave / Seaforth Ave ,43.64290439595669,-79.43746059447746,"43.64290439595669,-79.43746059447746"
672,672,15,0,Danforth Rd / Birchmount Rd ,43.70688,-79.26850999999999,"43.70688,-79.26850999999999"
673,673,19,0,Pharmacy Ave / Teesdale Pl,43.69735608087488,-79.28528711019696,"43.69735608087488,-79.28528711019696"
